# center_x	center_y	half_width	half_height
45675	12449	450	625
108028	131231	450	625
135508	78186	450	625
147416	64596	450	625
367912	74389	450	625
228343	87774	450	625
15094	122956	450	625
73316	70467	450	625
68457	43809	450	625
456654	24698	450	625
329166	71757	450	625
65592	42116	450	625
217524	63975	450	625
224017	55163	450	625
69029	93102	450	625
54139	147429	450	625
102651	118444	450	625
414112	120037	450	625
327283	56053	450	625
317385	146220	450	625
301542	88254	450	625
89546	101613	450	625
380210	134388	450	625
281	85144	450	625
336697	93360	450	625
413543	49141	450	625
243569	51112	450	625
71009	12319	450	625
69588	2252	450	625
27982	28242	450	625
387406	60599	450	625
274823	123783	450	625
308495	70112	450	625
292220	69703	450	625
378317	50130	450	625
437476	101237	450	625
261836	143947	450	625
124350	121872	450	625
232535	147208	450	625
218568	78210	450	625
145568	10888	450	625
384303	27363	450	625
239101	63237	450	625
414234	99966	450	625
314341	30041	450	625
32660	5473	450	625
109692	70260	450	625
276956	114313	450	625
124272	145353	450	625
139116	111166	450	625
306635	21617	450	625
310303	27897	450	625
210117	36931	450	625
317021	65577	450	625
144639	50814	450	625
139739	124633	450	625
295555	115767	450	625
243348	118933	450	625
85857	36307	450	625
428699	89123	450	625
206300	41136	450	625
187096	1618	450	625
354196	146729	450	625
276831	102293	450	625
161082	-128	450	625
108911	109243	450	625
99042	47540	450	625
142692	31684	450	625
417871	131538	450	625
315813	40887	450	625
101804	85678	450	625
416720	88684	450	625
86097	11545	450	625
59869	74479	450	625
445504	48193	450	625
114803	31182	450	625
56429	30476	450	625
74300	123602	450	625
351306	71608	450	625
16947	18613	450	625
352432	133384	450	625
86608	88199	450	625
87724	109625	450	625
324635	37672	450	625
253015	61774	450	625
195959	39297	450	625
202504	16357	450	625
337533	115278	450	625
421954	29628	450	625
45910	143336	450	625
428621	125638	450	625
189618	90028	450	625
47966	57843	450	625
23530	105597	450	625
200403	61203	450	625
18163	45560	450	625
166487	96696	450	625
110812	147788	450	625
355574	98272	450	625
366512	63266	450	625
182398	36296	450	625
91263	73879	450	625
303005	2822	450	625
258858	75785	450	625
368850	593	450	625
241421	33148	450	625
29483	15316	450	625
410376	126974	450	625
280311	109084	450	625
19372	47239	450	625
38387	129060	450	625
140051	137151	450	625
163808	71188	450	625
65791	126107	450	625
250313	13828	450	625
255826	95888	450	625
79924	64214	450	625
402968	98007	450	625
318536	131203	450	625
235744	100611	450	625
94448	14590	450	625
133860	102656	450	625
14706	29213	450	625
222882	25942	450	625
105997	5631	450	625
339733	80861	450	625
322643	10609	450	625
392112	54477	450	625
294650	124628	450	625
112336	17640	450	625
432856	63987	450	625
105528	111458	450	625
279254	55573	450	625
44917	118115	450	625
298176	77286	450	625
391679	12601	450	625
321828	124764	450	625
80557	117011	450	625
197629	38917	450	625
216905	64552	450	625
131048	60763	450	625
12013	102117	450	625
121572	135703	450	625
46646	148399	450	625
426031	103559	450	625
89039	20465	450	625
112499	51845	450	625
63375	140378	450	625
288418	107769	450	625
74693	66472	450	625
410455	98897	450	625
107073	49208	450	625
98413	117208	450	625
196671	71668	450	625
76425	3201	450	625
163672	123550	450	625
55364	126262	450	625
225167	58213	450	625
165165	76290	450	625
178513	143974	450	625
37502	144929	450	625
141791	41426	450	625
47474	62743	450	625
84404	4118	450	625
356312	61974	450	625
50342	127844	450	625
210824	72540	450	625
169404	314	450	625
366548	37300	450	625
190634	118150	450	625
322301	52831	450	625
235801	105590	450	625
93994	89045	450	625
139955	62736	450	625
318136	64445	450	625
435710	117463	450	625
171375	143426	450	625
69641	27826	450	625
346669	34722	450	625
118744	148958	450	625
377348	97763	450	625
140102	102197	450	625
348004	75531	450	625
25264	132329	450	625
218231	19123	450	625
285380	3857	450	625
134207	113858	450	625
24699	95678	450	625
110003	117880	450	625
72714	140516	450	625
68477	137402	450	625
369131	13377	450	625
192428	110897	450	625
22704	108675	450	625
156819	146625	450	625
391285	14593	450	625
374741	5513	450	625
228842	36370	450	625
404896	136283	450	625
107651	38505	450	625
34007	113208	450	625
291514	71991	450	625
42066	147039	450	625
439269	51647	450	625
44871	98360	450	625
165563	141273	450	625
148262	71820	450	625
374703	138268	450	625
58617	40484	450	625
28995	100614	450	625
145561	48005	450	625
334959	125527	450	625
58170	148978	450	625
349549	51544	450	625
403262	96978	450	625
214049	62346	450	625
435586	55288	450	625
190837	58930	450	625
385779	74283	450	625
215077	83027	450	625
269943	75017	450	625
129353	30083	450	625
21837	145333	450	625
344251	101832	450	625
29317	109323	450	625
338746	145203	450	625
357528	11682	450	625
259183	55476	450	625
365360	126657	450	625
6620	67599	450	625
172435	119946	450	625
333745	55499	450	625
311586	114807	450	625
213529	143943	450	625
282542	147883	450	625
255870	134011	450	625
394600	145300	450	625
98546	142015	450	625
17133	104722	450	625
82247	25775	450	625
380045	67970	450	625
242831	143650	450	625
222552	135739	450	625
302478	12589	450	625
217248	175	450	625
26889	107709	450	625
115121	60659	450	625
125560	139985	450	625
449219	122266	450	625
251928	58586	450	625
353049	132575	450	625
390749	114726	450	625
20876	50720	450	625
313293	117834	450	625
38594	122265	450	625
105962	63516	450	625
380535	8618	450	625
305419	42164	450	625
414809	100322	450	625
318854	100782	450	625
23498	57820	450	625
128243	143496	450	625
270379	65728	450	625
172033	138575	450	625
156894	38486	450	625
121714	79820	450	625
59614	5540	450	625
406799	70615	450	625
129613	145317	450	625
140001	56332	450	625
222135	26088	450	625
150849	79495	450	625
158758	99293	450	625
312260	23692	450	625
170667	99291	450	625
312127	72390	450	625
104711	26995	450	625
375639	47867	450	625
258176	42797	450	625
243895	125347	450	625
78136	77634	450	625
74220	96975	450	625
5926	93744	450	625
239742	134664	450	625
307613	50068	450	625
303897	50073	450	625
189709	83123	450	625
238921	106092	450	625
38868	23506	450	625
28537	76060	450	625
288797	98889	450	625
425203	52185	450	625
323684	58367	450	625
353952	63237	450	625
433664	58772	450	625
124785	105325	450	625
69958	15430	450	625
213552	64210	450	625
244026	63919	450	625
211574	42264	450	625
397040	11548	450	625
187890	34774	450	625
98071	66536	450	625
20366	49364	450	625
63142	42928	450	625
367977	135716	450	625
389717	118505	450	625
352153	39979	450	625
221672	60230	450	625
444468	50313	450	625
389103	64078	450	625
294991	100038	450	625
332260	124320	450	625
98948	33311	450	625
68340	63048	450	625
234428	74505	450	625
389996	12543	450	625
158631	92145	450	625
391779	94774	450	625
210361	91998	450	625
249403	111563	450	625
413566	51797	450	625
456668	109644	450	625
44228	28617	450	625
120826	111974	450	625
25383	133506	450	625
164452	951	450	625
96845	100190	450	625
414271	97718	450	625
200853	85788	450	625
70318	53706	450	625
75845	79992	450	625
421601	114201	450	625
76237	140557	450	625
434976	85923	450	625
396155	118956	450	625
407587	3698	450	625
15205	49232	450	625
245794	107159	450	625
234302	127846	450	625
112133	1410	450	625
440552	16862	450	625
144061	116574	450	625
380004	50509	450	625
318545	95183	450	625
168798	69088	450	625
101289	68868	450	625
413180	59768	450	625
21770	21142	450	625
6625	13723	450	625
340018	132806	450	625
268979	76830	450	625
340356	75709	450	625
282214	94476	450	625
365120	48541	450	625
59274	96030	450	625
340203	27103	450	625
339193	125789	450	625
165078	74574	450	625
149099	130248	450	625
406557	84874	450	625
436488	18572	450	625
126542	120694	450	625
158592	109089	450	625
445588	50942	450	625
190412	93531	450	625
132000	106016	450	625
182213	14282	450	625
307578	141053	450	625
165010	58623	450	625
87446	25109	450	625
256454	84175	450	625
309464	39824	450	625
18416	118767	450	625
442698	80292	450	625
64667	134681	450	625
70766	142381	450	625
6105	18834	450	625
457327	76222	450	625
367123	20692	450	625
330064	23013	450	625
358876	83190	450	625
123429	129214	450	625
40924	83032	450	625
112019	50859	450	625
188856	75643	450	625
451720	68587	450	625
191118	123409	450	625
168811	142059	450	625
342229	145686	450	625
398552	34621	450	625
131119	87443	450	625
14554	127649	450	625
230629	55858	450	625
323423	78830	450	625
45151	25065	450	625
283143	113652	450	625
243407	3149	450	625
51618	50356	450	625
401582	128915	450	625
54267	115	450	625
405958	21812	450	625
184954	64301	450	625
352321	21742	450	625
370612	81427	450	625
93128	50389	450	625
207949	69473	450	625
344985	137680	450	625
382974	88739	450	625
279739	95023	450	625
301221	42367	450	625
30240	41689	450	625
314271	72972	450	625
97439	92914	450	625
100628	53898	450	625
114881	69172	450	625
238665	48064	450	625
224884	117944	450	625
224417	8482	450	625
341386	12755	450	625
399610	7039	450	625
13196	128836	450	625
222764	45606	450	625
415416	118264	450	625
40298	81732	450	625
418639	146544	450	625
147899	27404	450	625
32386	52395	450	625
286528	77702	450	625
392062	68333	450	625
214200	61168	450	625
127405	108490	450	625
134285	79014	450	625
419134	66227	450	625
57348	138397	450	625
60234	100283	450	625
301536	137356	450	625
192371	144826	450	625
431762	39065	450	625
236542	11337	450	625
430797	92158	450	625
377582	17174	450	625
210562	40145	450	625
147369	142815	450	625
125147	59508	450	625
448248	99972	450	625
174229	120930	450	625
356214	74539	450	625
34444	128925	450	625
231218	59717	450	625
206222	64378	450	625
112753	34435	450	625
386386	83149	450	625
159913	78725	450	625
19414	136380	450	625
418063	15289	450	625
158138	20222	450	625
156763	120377	450	625
354819	24909	450	625
451144	101091	450	625
450270	17769	450	625
383315	49724	450	625
145399	25306	450	625
39515	110920	450	625
185231	109658	450	625
314490	43230	450	625
126188	97020	450	625
27065	69799	450	625
296369	101556	450	625
1077	74661	450	625
147436	83217	450	625
372702	88152	450	625
342639	117642	450	625
280981	86683	450	625
418951	87503	450	625
283926	71598	450	625
301872	82866	450	625
142722	16249	450	625
55772	17862	450	625
212469	34680	450	625
16973	142436	450	625
217810	146186	450	625
82056	78452	450	625
219738	41303	450	625
17208	130892	450	625
300916	39622	450	625
225309	50543	450	625
76926	17473	450	625
309585	30332	450	625
371908	83013	450	625
217887	136559	450	625
289464	67737	450	625
429577	48211	450	625
94886	21626	450	625
178426	134032	450	625
311706	38224	450	625
419669	135341	450	625
360062	65250	450	625
359745	16177	450	625
8005	15479	450	625
385969	67146	450	625
105601	61103	450	625
67689	105752	450	625
285728	58151	450	625
104436	99713	450	625
255017	98549	450	625
441324	140406	450	625
406086	149726	450	625
83169	22549	450	625
5252	21072	450	625
393681	78183	450	625
42348	54727	450	625
410476	10088	450	625
442930	121347	450	625
110065	71160	450	625
253678	96212	450	625
302507	114804	450	625
235167	28273	450	625
84456	80521	450	625
354177	50669	450	625
306386	72219	450	625
75218	110536	450	625
260177	87781	450	625
246262	17023	450	625
110130	53292	450	625
190296	39189	450	625
153827	20269	450	625
445016	39029	450	625
199057	58523	450	625
441028	130100	450	625
445384	141831	450	625
390512	118516	450	625
139135	5304	450	625
245941	98868	450	625
253077	77843	450	625
19189	110689	450	625
315814	143385	450	625
392325	129068	450	625
161066	103164	450	625
47192	113774	450	625
17956	34713	450	625
381715	60209	450	625
12782	91508	450	625
300090	8217	450	625
385032	104243	450	625
106317	130241	450	625
84826	64554	450	625
227309	46138	450	625
229010	11327	450	625
54258	313	450	625
179871	139172	450	625
148054	83862	450	625
189357	104504	450	625
199531	135401	450	625
306820	58948	450	625
228327	136402	450	625
26861	96167	450	625
60563	71520	450	625
85775	140478	450	625
315689	109984	450	625
208273	140931	450	625
407725	34224	450	625
25337	32411	450	625
81062	41725	450	625
236139	148245	450	625
321790	55787	450	625
230269	148269	450	625
39549	113404	450	625
116725	124857	450	625
355405	3870	450	625
49805	41409	450	625
312324	49743	450	625
300276	30912	450	625
180516	97528	450	625
276190	45630	450	625
442213	37788	450	625
24714	69415	450	625
341564	86076	450	625
176679	75251	450	625
347253	140795	450	625
121948	14468	450	625
435534	126695	450	625
245389	30260	450	625
357199	109539	450	625
299518	110581	450	625
349662	38848	450	625
424190	98311	450	625
11344	61843	450	625
141376	54485	450	625
238371	72891	450	625
252067	139161	450	625
8532	131306	450	625
222229	27321	450	625
348335	76785	450	625
336725	39213	450	625
397080	92450	450	625
449782	108191	450	625
396245	139296	450	625
435551	8569	450	625
163788	144094	450	625
115050	56275	450	625
190895	43417	450	625
281938	37916	450	625
391560	128439	450	625
415601	36909	450	625
404883	115393	450	625
2222	6040	450	625
29600	428	450	625
327513	85760	450	625
208713	52915	450	625
180025	67070	450	625
250766	23284	450	625
108761	136788	450	625
431481	13638	450	625
49458	105446	450	625
385884	36785	450	625
215221	107056	450	625
310455	10336	450	625
364372	108340	450	625
26976	87898	450	625
2301	112384	450	625
96644	15349	450	625
409276	144021	450	625
250477	68766	450	625
89533	15868	450	625
71382	48783	450	625
192838	39325	450	625
5868	30477	450	625
97013	6926	450	625
409915	93748	450	625
160472	46476	450	625
375186	46370	450	625
42933	55366	450	625
706	149030	450	625
15306	46007	450	625
293781	2985	450	625
2191	134250	450	625
43634	121444	450	625
80671	107588	450	625
276111	51481	450	625
338656	11818	450	625
3764	129272	450	625
233643	22857	450	625
418449	150133	450	625
10983	126741	450	625
62482	65032	450	625
294517	146693	450	625
132502	26675	450	625
208459	18634	450	625
308758	138042	450	625
161041	106664	450	625
284227	145910	450	625
99466	82238	450	625
160054	62614	450	625
228679	79242	450	625
393195	85560	450	625
369012	64884	450	625
205332	65080	450	625
428094	146858	450	625
39814	112754	450	625
122499	80773	450	625
195887	146742	450	625
103966	139714	450	625
318469	129450	450	625
4248	43152	450	625
121544	145867	450	625
314916	30197	450	625
392729	84759	450	625
318987	102560	450	625
179873	146891	450	625
116803	111993	450	625
200152	45140	450	625
76530	68961	450	625
194973	109249	450	625
157120	19464	450	625
50203	111096	450	625
379937	99715	450	625
260638	27628	450	625
138482	52933	450	625
360330	91807	450	625
312837	118599	450	625
350874	90531	450	625
430296	528	450	625
169990	105861	450	625
402889	22589	450	625
403452	135417	450	625
29434	106881	450	625
112009	5489	450	625
158295	135407	450	625
174590	85692	450	625
105771	109019	450	625
180388	105633	450	625
34886	3952	450	625
76113	63945	450	625
126637	134968	450	625
358953	148199	450	625
3468	93352	450	625
173730	24041	450	625
102433	35698	450	625
310902	41599	450	625
257587	82580	450	625
152868	37498	450	625
445813	51602	450	625
435840	59333	450	625
135862	2355	450	625
26025	114158	450	625
377874	41739	450	625
291344	14138	450	625
211443	47082	450	625
171483	19557	450	625
346551	84361	450	625
341556	57296	450	625
346766	28164	450	625
369137	37976	450	625
444362	134117	450	625
82375	45026	450	625
64749	28868	450	625
138176	100187	450	625
64122	120741	450	625
199821	112109	450	625
269597	76823	450	625
5620	6748	450	625
17614	140089	450	625
188086	8882	450	625
207071	21847	450	625
131139	141499	450	625
17860	119073	450	625
31495	50303	450	625
137189	130658	450	625
399179	133976	450	625
187175	90731	450	625
411354	24901	450	625
280799	106155	450	625
326488	44699	450	625
208697	56886	450	625
108908	122271	450	625
337510	4753	450	625
253619	24549	450	625
432994	72783	450	625
148184	104291	450	625
386630	135348	450	625
321542	45467	450	625
337373	66263	450	625
354471	95687	450	625
317673	34575	450	625
162615	5125	450	625
341707	24446	450	625
342126	17183	450	625
230002	77991	450	625
95282	129776	450	625
322778	141568	450	625
66199	119113	450	625
361573	2743	450	625
121914	135793	450	625
346878	21723	450	625
83636	93033	450	625
113424	29303	450	625
244501	105522	450	625
322218	6549	450	625
31862	58868	450	625
1624	124902	450	625
293945	89308	450	625
332449	89248	450	625
93692	52228	450	625
432540	91251	450	625
150356	2043	450	625
457371	49832	450	625
64608	73170	450	625
100375	109447	450	625
241163	50979	450	625
20623	143076	450	625
287264	132872	450	625
315331	127142	450	625
148846	112575	450	625
258591	55385	450	625
405295	97693	450	625
396688	80066	450	625
188901	101914	450	625
441814	65770	450	625
440794	36479	450	625
78274	102527	450	625
278674	83870	450	625
393059	4307	450	625
439740	127811	450	625
93807	138280	450	625
68542	89555	450	625
133556	16832	450	625
269979	75413	450	625
15426	4250	450	625
192940	49943	450	625
163536	53460	450	625
119588	12201	450	625
403978	28666	450	625
438567	75118	450	625
197789	34638	450	625
369149	96088	450	625
140865	145349	450	625
375710	61801	450	625
76256	31028	450	625
155212	108040	450	625
166708	140680	450	625
305995	72342	450	625
143564	41699	450	625
334507	146115	450	625
101302	102124	450	625
454510	100815	450	625
253536	110075	450	625
431768	133740	450	625
10442	144112	450	625
130958	5456	450	625
420050	14484	450	625
48296	88192	450	625
254433	126131	450	625
222693	81767	450	625
345959	111882	450	625
86107	98745	450	625
165662	9080	450	625
419639	104103	450	625
95931	85223	450	625
53571	13710	450	625
409447	140306	450	625
47425	115208	450	625
210034	72170	450	625
405648	10801	450	625
19882	79483	450	625
450209	94957	450	625
164568	113030	450	625
107349	26078	450	625
29013	105419	450	625
335045	90350	450	625
293302	69930	450	625
36847	19189	450	625
398610	54211	450	625
353545	52666	450	625
317134	67541	450	625
277129	99058	450	625
21699	103779	450	625
38566	1658	450	625
389102	84892	450	625
16211	13909	450	625
108675	23945	450	625
412919	30620	450	625
71427	64293	450	625
277599	142518	450	625
414313	15069	450	625
60768	86940	450	625
161651	43640	450	625
273081	86886	450	625
118103	146403	450	625
161305	81914	450	625
140244	50559	450	625
289672	43469	450	625
326990	16915	450	625
415179	96669	450	625
357807	52816	450	625
231579	38460	450	625
440461	142323	450	625
346432	58366	450	625
271268	48656	450	625
197684	70358	450	625
343178	55429	450	625
63550	143954	450	625
398921	29809	450	625
171593	41549	450	625
91112	136775	450	625
58763	90082	450	625
335334	76712	450	625
414803	35701	450	625
262027	23307	450	625
48771	118312	450	625
346523	15227	450	625
214172	75762	450	625
52702	70481	450	625
426728	58195	450	625
291138	107289	450	625
137406	105741	450	625
10718	52233	450	625
245647	34064	450	625
122942	23965	450	625
11813	30532	450	625
335492	121953	450	625
9414	120351	450	625
25717	98794	450	625
3505	136921	450	625
360701	60701	450	625
35433	121102	450	625
354128	33682	450	625
164564	5755	450	625
395564	103269	450	625
294802	146179	450	625
343558	109485	450	625
427520	145553	450	625
218519	45044	450	625
327917	16038	450	625
218262	27507	450	625
140870	74379	450	625
17012	90061	450	625
331083	42154	450	625
159855	44813	450	625
351975	83234	450	625
408366	55986	450	625
355636	26071	450	625
222368	22877	450	625
297178	116709	450	625
239346	91005	450	625
432488	108981	450	625
152043	136485	450	625
65034	134487	450	625
203530	55828	450	625
276025	95169	450	625
318035	47621	450	625
103400	77424	450	625
131182	58308	450	625
399278	98815	450	625
333073	70930	450	625
396949	53264	450	625
266516	86310	450	625
152935	139462	450	625
400639	34038	450	625
256023	79962	450	625
148596	140737	450	625
350743	19564	450	625
197522	65154	450	625
235203	80429	450	625
394082	76853	450	625
429550	127194	450	625
34626	39176	450	625
175018	106786	450	625
52584	96473	450	625
42201	123483	450	625
17255	87575	450	625
233599	66597	450	625
298237	28360	450	625
358011	127701	450	625
400650	5659	450	625
9215	32071	450	625
409048	90635	450	625
413887	117648	450	625
361089	50315	450	625
135477	49048	450	625
266821	67705	450	625
158994	96272	450	625
204481	74889	450	625
31258	127242	450	625
36162	108584	450	625
228077	111042	450	625
76611	121502	450	625
358691	136425	450	625
412214	150079	450	625
180226	56889	450	625
437239	15218	450	625
11113	146764	450	625
134753	135825	450	625
123212	33919	450	625
159241	11815	450	625
400219	85587	450	625
409072	103838	450	625
291511	109278	450	625
457227	6595	450	625
455972	122366	450	625
417731	30675	450	625
110809	77720	450	625
230877	105077	450	625
454545	74316	450	625
314057	99949	450	625
104957	32573	450	625
409567	64795	450	625
267937	71546	450	625
83721	143675	450	625
168017	8439	450	625
213842	33062	450	625
233026	79639	450	625
212600	48162	450	625
342969	87905	450	625
411309	119466	450	625
291071	14566	450	625
110641	65357	450	625
429886	74595	450	625
456735	6356	450	625
112463	47269	450	625
168205	124746	450	625
192442	144350	450	625
333641	109704	450	625
228596	11839	450	625
415531	93638	450	625
245678	102898	450	625
71352	37181	450	625
358789	108230	450	625
109744	65483	450	625
81635	135330	450	625
128350	28083	450	625
456596	107368	450	625
381293	14459	450	625
165864	108505	450	625
441268	103152	450	625
279174	122350	450	625
59750	7893	450	625
315100	39117	450	625
59849	104273	450	625
396108	65006	450	625
68164	144712	450	625
211256	90993	450	625
248345	44471	450	625
8823	39514	450	625
378306	17035	450	625
443145	139533	450	625
69871	97018	450	625
331002	133789	450	625
20430	128791	450	625
417046	49275	450	625
339195	19745	450	625
220377	3271	450	625
295690	132355	450	625
356340	140464	450	625
207028	88573	450	625
394922	128569	450	625
43237	139756	450	625
63	109208	450	625
304079	40463	450	625
213674	138810	450	625
142199	17596	450	625
295544	25495	450	625
248267	74571	450	625
205884	70722	450	625
229914	95607	450	625
315749	129334	450	625
447004	136251	450	625
74557	138219	450	625
178106	19622	450	625
204735	126912	450	625
268496	99935	450	625
267033	113758	450	625
333691	18473	450	625
167318	45595	450	625
318837	65718	450	625
426657	117561	450	625
144314	84426	450	625
237108	120806	450	625
455249	146969	450	625
225280	128740	450	625
193776	5554	450	625
382127	130205	450	625
183658	84709	450	625
11124	104441	450	625
430232	90536	450	625
353605	135405	450	625
400871	102616	450	625
138315	130087	450	625
15589	15559	450	625
-18	102903	450	625
229277	132365	450	625
380816	15116	450	625
255343	57549	450	625
330175	142170	450	625
167418	21480	450	625
66110	147019	450	625
202987	62	450	625
87124	13470	450	625
11424	16725	450	625
312411	111981	450	625
356962	43294	450	625
268238	148258	450	625
414510	39978	450	625
141398	39276	450	625
254837	148057	450	625
349880	137939	450	625
132022	134921	450	625
421708	40643	450	625
433771	133608	450	625
225813	18666	450	625
413840	75400	450	625
68886	26752	450	625
325515	64587	450	625
88622	4864	450	625
318465	81011	450	625
342597	33204	450	625
194905	58260	450	625
82262	42492	450	625
123890	3237	450	625
167368	76653	450	625
407895	74473	450	625
426844	53394	450	625
333095	61677	450	625
55137	23543	450	625
249437	49127	450	625
38409	44403	450	625
179580	130772	450	625
365255	44620	450	625
306160	34255	450	625
406036	121302	450	625
4118	83310	450	625
427906	84200	450	625
29822	108245	450	625
393792	84437	450	625
319183	131337	450	625
75090	113303	450	625
184911	147960	450	625
394849	36883	450	625
456989	33012	450	625
412726	20704	450	625
316291	25512	450	625
40059	123648	450	625
143785	131491	450	625
107468	123922	450	625
444546	62381	450	625
202424	125641	450	625
389991	99655	450	625
233041	59538	450	625
247000	36458	450	625
137528	19308	450	625
294496	77343	450	625
399763	145884	450	625
278555	143938	450	625
125267	50722	450	625
351102	15470	450	625
112326	25470	450	625
138334	131762	450	625
291119	120144	450	625
143053	89664	450	625
317418	50677	450	625
39946	110967	450	625
164118	70014	450	625
256674	86085	450	625
435105	40200	450	625
130495	118158	450	625
176360	134968	450	625
349253	109101	450	625
32252	114834	450	625
19739	85296	450	625
33708	124018	450	625
302218	81611	450	625
166088	136978	450	625
341273	70884	450	625
286674	25951	450	625
441149	44618	450	625
199780	84872	450	625
209085	25224	450	625
60238	138485	450	625
303709	50820	450	625
75937	78481	450	625
174478	4574	450	625
444550	58509	450	625
413775	43627	450	625
279395	138991	450	625
219676	32928	450	625
389709	74319	450	625
23139	34175	450	625
68949	100189	450	625
162211	11849	450	625
434092	110237	450	625
44867	47398	450	625
212309	134929	450	625
82922	44025	450	625
305066	106808	450	625
353245	146128	450	625
406189	36101	450	625
218655	98664	450	625
179310	36655	450	625
434044	40230	450	625
193799	115845	450	625
335810	132685	450	625
282116	32326	450	625
288512	17243	450	625
308715	116549	450	625
270692	103284	450	625
160586	8436	450	625
25682	43573	450	625
154865	146181	450	625
230798	38457	450	625
80589	32968	450	625
404937	138204	450	625
218269	29317	450	625
444020	86556	450	625
362525	145541	450	625
420286	8001	450	625
180786	44573	450	625
267686	145580	450	625
242899	79824	450	625
399323	132291	450	625
92073	114792	450	625
422276	44836	450	625
113428	86183	450	625
210909	117118	450	625
141917	26532	450	625
292227	107031	450	625
132253	106542	450	625
273287	123799	450	625
448611	97885	450	625
333456	118813	450	625
265726	37067	450	625
37814	126490	450	625
180193	118026	450	625
37270	81417	450	625
404350	56570	450	625
81209	15900	450	625
234462	70962	450	625
355788	145115	450	625
79297	72023	450	625
180185	83539	450	625
114907	33590	450	625
7723	2685	450	625
297432	129835	450	625
161685	48268	450	625
126172	36766	450	625
206182	92824	450	625
355385	144421	450	625
402414	103	450	625
113499	113061	450	625
65173	3726	450	625
25483	139859	450	625
163478	35022	450	625
235221	75592	450	625
193189	140243	450	625
171115	136399	450	625
78383	18447	450	625
431141	36031	450	625
97185	82398	450	625
388618	142847	450	625
123619	87616	450	625
339365	142378	450	625
13192	98075	450	625
159151	21431	450	625
336831	92676	450	625
440644	96681	450	625
354502	70504	450	625
133740	38906	450	625
311426	147286	450	625
122398	57940	450	625
226129	34390	450	625
441991	132989	450	625
164889	130710	450	625
412120	69199	450	625
250708	28916	450	625
84946	37804	450	625
422032	85688	450	625
289482	69249	450	625
225564	88659	450	625
414832	126572	450	625
285287	142153	450	625
92253	122366	450	625
449457	81470	450	625
285624	18108	450	625
158956	120399	450	625
372000	137962	450	625
286889	36768	450	625
274952	52256	450	625
357478	61649	450	625
277855	2264	450	625
158165	105779	450	625
110368	129974	450	625
372467	70776	450	625
121923	147508	450	625
412487	134532	450	625
309632	107151	450	625
62585	40762	450	625
7917	111019	450	625
213232	12467	450	625
400779	123265	450	625
286918	49804	450	625
363980	59933	450	625
257125	75609	450	625
153441	26328	450	625
453858	78273	450	625
350644	101	450	625
379452	142138	450	625
320075	147797	450	625
424866	101576	450	625
41657	138730	450	625
127960	34567	450	625
205481	134471	450	625
338529	97075	450	625
266590	120439	450	625
70942	146895	450	625
73156	87038	450	625
89151	48361	450	625
59523	127901	450	625
182570	103789	450	625
67382	111754	450	625
208262	99803	450	625
376307	138392	450	625
443041	14207	450	625
31341	148884	450	625
266235	124923	450	625
375614	45921	450	625
445790	4572	450	625
148744	7097	450	625
379848	119911	450	625
27788	134067	450	625
189206	65269	450	625
394005	6935	450	625
80731	140353	450	625
209988	88126	450	625
230494	133695	450	625
6232	47882	450	625
259399	5764	450	625
132974	97117	450	625
185424	94140	450	625
262054	52736	450	625
258815	4693	450	625
409857	72583	450	625
346618	51326	450	625
180632	33791	450	625
80438	51845	450	625
305110	59721	450	625
309514	82993	450	625
133356	81270	450	625
259146	46122	450	625
217549	10918	450	625
206069	63306	450	625
34900	107345	450	625
170323	95599	450	625
295763	84272	450	625
353691	72142	450	625
371408	102831	450	625
301987	7943	450	625
444966	3082	450	625
10221	99723	450	625
45425	75136	450	625
376668	49361	450	625
403158	40960	450	625
156154	124391	450	625
182930	127977	450	625
7713	136256	450	625
32795	122608	450	625
188263	48220	450	625
243253	40911	450	625
257071	56093	450	625
278335	99939	450	625
224687	106820	450	625
351123	122052	450	625
101363	72214	450	625
303134	96910	450	625
70690	84885	450	625
245098	95783	450	625
241746	79181	450	625
240043	38877	450	625
312625	31251	450	625
398554	68115	450	625
408807	78027	450	625
119475	139347	450	625
84399	114706	450	625
83510	36448	450	625
29599	71822	450	625
80087	143664	450	625
139443	33187	450	625
366316	65683	450	625
333802	90775	450	625
395245	121969	450	625
124512	28669	450	625
415852	3935	450	625
395102	126773	450	625
349512	77804	450	625
228076	132544	450	625
155920	19560	450	625
328623	108920	450	625
361808	30847	450	625
223478	33195	450	625
318495	16103	450	625
392518	126560	450	625
92719	55938	450	625
415147	47160	450	625
358121	37426	450	625
234987	128844	450	625
281295	79977	450	625
42713	149425	450	625
311112	109992	450	625
44750	127850	450	625
273397	128251	450	625
79046	33642	450	625
37563	14394	450	625
268714	78996	450	625
363341	60218	450	625
430044	35414	450	625
309273	140087	450	625
229626	80717	450	625
24877	93998	450	625
425029	89923	450	625
42725	32193	450	625
242867	141345	450	625
147370	148557	450	625
149022	46608	450	625
308750	110397	450	625
225610	146272	450	625
9248	128881	450	625
117966	8137	450	625
276327	16505	450	625
10185	33145	450	625
442875	116306	450	625
449359	148273	450	625
369293	2810	450	625
260642	146447	450	625
430261	123248	450	625
362523	511	450	625
16042	149167	450	625
361008	39889	450	625
18825	48408	450	625
207249	27352	450	625
267805	105584	450	625
37576	97379	450	625
